0,0
1,0.007326007
2,0.014652015
3,0.021978022
4,0.029304029
5,0.036630037
6,0.043956044
7,0.051282051
8,0.058608059
9,0.065934066
10,0.073260073
11,0.080586081
12,0.087912088
13,0.095238095
14,0.102564103
15,0.10989011
16,0.117216117
17,0.124542125
18,0.131868132
19,0.139194139
20,0.146520147
21,0.153846154
22,0.161172161
23,0.168498168
24,0.175824176
25,0.183150183
26,0.19047619
27,0.197802198
28,0.205128205
29,0.212454212
30,0.21978022
31,0.227106227
32,0.234432234
33,0.241758242
34,0.249084249
35,0.256410256
36,0.263736264
37,0.271062271
38,0.278388278
39,0.285714286
40,0.293040293
41,0.3003663
42,0.307692308
43,0.315018315
44,0.322344322
45,0.32967033
46,0.336996337
47,0.344322344
48,0.351648352
49,0.358974359
50,0.366300366
51,0.373626374
52,0.380952381
53,0.388278388
54,0.395604396
55,0.402930403
56,0.41025641
57,0.417582418
58,0.424908425
59,0.432234432
60,0.43956044
61,0.446886447
62,0.454212454
63,0.461538462
64,0.468864469
65,0.476190476
66,0.483516484
67,0.490842491
68,0.498168498
69,0.505494505
70,0.512820513
71,0.52014652
72,0.527472527
73,0.534798535
74,0.542124542
75,0.549450549
76,0.556776557
77,0.564102564
78,0.571428571
79,0.578754579
80,0.586080586
81,0.593406593
82,0.600732601
83,0.608058608
84,0.615384615
85,0.622710623
86,0.63003663
87,0.637362637
88,0.644688645
89,0.652014652
90,0.659340659
91,0.666666667
92,0.673992674
93,0.681318681
94,0.688644689
95,0.695970696
96,0.703296703
97,0.710622711
98,0.717948718
99,0.725274725
100,0.732600733
101,0.73992674
102,0.747252747
103,0.754578755
104,0.761904762
105,0.769230769
106,0.776556777
107,0.783882784
108,0.791208791
109,0.798534799
110,0.805860806
111,0.813186813
112,0.820512821
113,0.827838828
114,0.835164835
115,0.842490842
116,0.84981685
117,0.857142857
118,0.864468864
119,0.871794872
120,0.879120879
121,0.886446886
122,0.893772894
123,0.901098901
124,0.908424908
125,0.915750916
126,0.923076923
127,0.93040293
128,0.937728938
129,0.945054945
130,0.952380952
131,0.95970696
132,0.967032967
133,0.974358974
134,0.981684982
135,0.989010989
136,0.996336996
137,1.003663004
138,1.010989011
139,1.018315018
140,1.025641026
