0.3838	12.0517	
0.3876	23.7069	
0.3914	57.6207	
0.3952	98.6724	
0.3990	130.9828	
0.4028	141.2241	
0.4066	127.8276	
0.4104	94.6552	
0.4142	55.8103	
0.4180	24.6379	
0.4218	13.7586	
0.4256	30.3448	
0.4294	68.7069	
0.4332	111.1207	
0.4370	139.2931	
0.4408	143.1207	
0.4446	124.3448	
0.4484	88.4828	
0.4522	45.9828	
0.4560	18.4138	
0.4598	17.2069	
0.4636	41.8793	
0.4674	80.5172	
0.4712	116.1034	
0.4750	135.9828	
0.4788	132.6207	
0.4826	107.1034	
0.4864	69.2241	
0.4902	33.8103	
0.4940	14.5690	
0.4978	20.3103	
0.5016	47.9138	
0.5054	86.7931	
0.5092	121.8103	
0.5130	138.7414	
0.5168	131.2069	
0.5206	103.0000	
0.5244	63.0000	
0.5282	28.5690	
0.5320	13.9310	
0.5358	27.7414	
0.5396	63.2069	
0.5434	103.2241	
0.5472	136.1552	
0.5510	148.1207	
0.5548	131.1379	
0.5586	92.6207	
0.5624	50.5862	
0.5662	21.2586	
0.5700	17.7414	
0.5738	42.7414	
0.5776	84.7759	
0.5814	124.0517	
0.5852	145.8276	
0.5890	143.1379	
0.5928	114.8103	
0.5966	73.7414	
0.6004	35.6552	
0.6042	15.9138	
0.6080	21.7759	
0.6118	48.3448	
0.6156	84.2931	
0.6194	113.3621	
0.6232	124.9310	
0.6270	115.7759	
0.6308	87.5517	
0.6346	52.6034	
0.6384	24.6379	
0.6422	13.8621	
0.6460	24.4310	
0.6498	52.7931	
0.6536	88.2931	
0.6574	115.2931	
0.6612	124.2586	
0.6650	112.9828	
0.6688	86.3276	
0.6726	51.5172	
0.6764	23.6034	
0.6802	15.6034	
0.6840	32.3621	
0.6878	66.1552	
0.6916	102.4138	
0.6954	130.2931	
0.6992	138.5690	
0.7030	120.7241	
0.7068	84.5862	
0.7106	46.0000	
0.7144	20.5172	
0.7182	18.8276	
0.7220	44.7586	
0.7258	86.6379	
0.7296	126.0345	
0.7334	145.9310	
0.7372	138.5000	
0.7410	108.6034	
0.7448	68.4828	
0.7486	31.7931	
0.7524	14.6897	
0.7562	25.0345	
0.7600	57.4138	
0.7638	96.3276	
0.7676	128.6552	
0.7714	141.4483	
0.7752	130.0862	
0.7790	100.2931	
0.7828	60.9310	
0.7866	26.5690	
0.7904	14.6897	
0.7942	31.1379	
0.7980	66.0172	
0.8018	105.8448	
0.8056	138.2759	
0.8094	150.2414	
0.8132	132.9828	
0.8170	94.7414	
0.8208	53.6724	
0.8246	24.3966	
0.8284	18.5000	
0.8322	40.5000	
0.8360	81.1207	
0.8398	123.1379	
0.8436	151.6207	
0.8474	154.4828	
0.8512	129.4483	
0.8550	85.2241	
0.8588	40.8621	
0.8626	15.6034	
0.8664	22.3966	
0.8702	57.3966	
0.8740	102.8621	
0.8778	140.3793	
0.8816	156.8448	
0.8854	149.4138	
0.8892	116.5517	
0.8930	69.0000	
0.8968	29.1207	
0.9006	13.3966	
0.9044	23.3966	
0.9082	54.7586	
0.9120	97.1897	
0.9158	134.8448	
0.9196	152.8621	
0.9234	145.2069	
0.9272	112.7931	
0.9310	67.8103	
0.9348	28.3621	
0.9386	11.5000	
0.9424	24.4655	
0.9462	58.8621	
0.9500	100.9138	
0.9538	135.2931	
0.9576	149.5000	
0.9614	137.6724	
0.9652	103.4828	
0.9690	60.1724	
0.9728	25.0000	
0.9766	12.6897	
0.9804	28.8448	
0.9842	68.6034	
0.9880	115.0345	
0.9918	149.2586	
0.9956	156.7414	
0.9994	133.6207	
1.0032	92.6207	
1.0070	47.8448	
1.0108	17.2759	
1.0146	13.1897	
1.0184	37.6897	
1.0222	81.4828	
1.0260	121.3966	
1.0298	143.7759	
1.0336	140.8276	
1.0374	115.3793	
1.0412	74.9310	
1.0450	35.8448	
1.0488	12.5345	
1.0526	15.4828	
1.0564	42.7759	
1.0602	84.4310	
1.0640	123.5345	
1.0678	145.0172	
1.0716	140.2069	
1.0754	112.8621	
1.0792	73.5862	
1.0830	35.1379	
1.0868	12.8448	
1.0906	18.0517	
1.0944	46.8276	
1.0982	88.5000	
1.1020	129.0345	
1.1058	148.1552	
1.1096	139.6207	
1.1134	108.4310	
1.1172	65.6552	
1.1210	28.0000	
1.1248	13.0517	
1.1286	28.4483	
1.1324	66.5690	
1.1362	111.3276	
1.1400	144.1379	
1.1438	148.8448	
1.1476	126.6379	
1.1514	87.8448	
1.1552	47.7069	
1.1590	17.5172	
1.1628	13.0345	
1.1666	36.7759	
1.1704	76.5690	
1.1742	115.5172	
1.1780	138.8103	
1.1818	138.2069	
1.1856	112.8966	
1.1894	74.0690	
1.1932	35.0862	
1.1970	12.7241	
1.2008	18.2069	
1.2046	47.1552	
1.2084	86.9138	
1.2122	122.4310	
1.2160	143.7586	
1.2198	142.4138	
1.2236	113.4655	
1.2274	69.7586	
1.2312	30.3621	
1.2350	11.3448	
1.2388	20.8621	
1.2426	56.4828	
1.2464	104.7414	
1.2502	143.9828	
1.2540	161.0690	
1.2578	148.8276	
1.2616	110.8793	
1.2654	62.3276	
1.2692	23.2414	
1.2730	10.8966	
1.2768	30.5000	
1.2806	74.3276	
1.2844	125.0345	
1.2882	165.4483	
1.2920	179.6552	
1.2958	159.1379	
1.2996	112.0690	
1.3034	57.6724	
1.3072	20.1552	
1.3110	13.5690	
1.3148	39.1379	
1.3186	86.7069	
1.3224	138.8276	
1.3262	173.4483	
1.3300	177.4310	
1.3338	149.0862	
1.3376	99.3621	
1.3414	48.8448	
1.3452	16.4828	
1.3490	17.1034	
1.3528	51.7759	
1.3566	105.6724	
1.3604	156.6897	
1.3642	185.4138	
1.3680	178.8621	
1.3718	143.2241	
1.3756	88.2241	
1.3794	38.2241	
1.3832	12.4828	
1.3870	22.3103	
1.3908	65.5690	
1.3946	124.9655	
1.3984	175.0862	
1.4022	199.8276	
1.4060	187.2586	
1.4098	142.0345	
1.4136	80.8276	
1.4174	28.5000	
1.4212	11.5690	
1.4250	36.3276	
1.4288	90.6379	
1.4326	150.7241	
1.4364	193.1552	
1.4402	201.3448	
1.4440	168.5172	
1.4478	111.2586	
1.4516	52.3621	
1.4554	15.6724	
1.4592	15.6724	
1.4630	51.3276	
1.4668	108.5862	
1.4706	166.6897	
1.4744	199.0172	
1.4782	192.0862	
1.4820	151.7069	
1.4858	93.4828	
1.4896	40.0862	
1.4934	12.8966	
1.4972	22.6379	
1.5010	66.4828	
1.5048	125.7241	
1.5086	175.8103	
1.5124	194.7931	
1.5162	175.4828	
1.5200	128.5690	
1.5238	72.5690	
1.5276	27.4828	
1.5314	10.5517	
1.5352	28.6897	
1.5390	75.3276	
1.5428	132.0690	
1.5466	176.5000	
1.5504	189.9310	
1.5542	166.4655	
1.5580	114.3103	
1.5618	57.9138	
1.5656	18.6034	
1.5694	14.2069	
1.5732	47.2586	
1.5770	104.9483	
1.5808	161.9483	
1.5846	194.8103	
1.5884	191.4828	
1.5922	153.6724	
1.5960	96.1897	
1.5998	42.8621	
1.6036	13.2069	
1.6074	19.2241	
1.6112	59.8103	
1.6150	117.2241	
1.6188	166.6897	
1.6226	192.8276	
1.6264	187.1379	
1.6302	145.9655	
1.6340	88.3966	
1.6378	36.8793	
1.6416	12.7586	
1.6454	23.8103	
1.6492	64.1724	
1.6530	117.7241	
1.6568	164.4828	
1.6606	186.8276	
